"","Centre_cat","theta_MAT","Level_MAT","theta_READ","Level_READ","Region","Age","Gender","Centre_type","Context","strat","E6F1","E6F2","E6F6a","E6F15","E6F16","E6F7","E6F8","E6F9","E6F10","E6F11","E6F12","E6F13","E6F14","E6F17","E6F18","E6F18a","E6F19a","E6F19","E6F20","E6F21","E6F3","E6F4","E6F5a","E6F22","E6F22a_5","E6F22a_1","E6F22a_2","E6F22a_3","E6F22a_4","E6F26a","E6F26","E6F25","E6F25a","E6F25a_1","E6F25a_3_1","E6F25a_3_2","E6F25a_3_3","E6F25a_3_4","E6F25a_3_5","E6CF25a_2_1","E6CF25a_2_2","E6CF25a_2_3","E6CF25a_2_4","E6CF25a_2_5","E6Co1","E6Co2_1","E6Co2_2","E6Co2_3","E6Co2_4","E6Co2_5","E6Co2_6","E6Co2_7","E6Co2_8","E6Co2_9","E6Co3","E6Co4","E6Co5","E6Co6_1","E6Co6_2","E6Co6_3","E6Co6_4","E6Co6_5","E6Co6_6","E6Co7_1","E6Co7_2","E6Co7_3","E6Co7_4","E6Co8_1","E6Co8_2","E6Co8_3","E6Co8_4","E6Co9_1","E6Co9_2","E6Co9_3","E6Co9_4","E6Co9_5","E6Co9_6","E6C47c_1","E6C47c_3","E6C47c_6","E6C47c_7","E6C47c_8","E6C47c_11","E6C47c_12","E6C47c_9","E6C47c_13","E6Co10_1","E6Co10_2","E6Co10_3","E6Co10_4","E6Co11","E6Co12_1","E6Co12_2","E6Co12_3","E6Co12_4","E6F34_1","E6F34_2","E6F34_3","E6F34_4","E6F34_5","E6F34_6","E6C36_1","E6C36_2","E6C36m_6","E6C36m_7","E6C36a_8","E6F37_1","E6F37_2","E6F37_3","E6C42a","E6C40m_1","E6C40m_2","E6C40m_3","E6C40m_4","E6C40m_5","E6C44m_1","E6C44m_2","E6C44m_3","E6C46a_2","E6C46m_1","E6C46a_3","E6C46m_4","E6C43a","E6C43","E6C48_1","E6C48_2","E6C48_3","E6C48_4","E6C48_5","E6C42_1","E6C42_2","E6C42_3","E6C42_4","E6C42_5","E6F32","E6F33","Attendance","ES1_1","ES1_2","ES1_3","ES1_4","ES1_5","ES1_6","ES3_1","ES3_2","ES3_3","ES3_4","ES3_5","ES2_1","ES2_2","ES2_3","ES2_4","ES4_1","ES4_2","ES4_3","ES4_4","ES4_5","ES5_1","ES5_2","ES5_3","ES5_4","ES5_5","ES6_1","ES6_2","ES6_3","ES6_4","ES6_5","ES6_6","ES7_1","ES7_2","ES7_3","ES7_4","ES7_5","ES8_1","ES8_2","ES8_3","ES8_4","ES8_5","ES8_6","BE1_1","BE1_2","BE1_3","BE1_4","BE1_5","BE1_6","BE1_7","BE1_8"
"5355","Q5",-1.17474616436205,"2",-0.203447394976623,"3","Montevideo",12,"M","TC","Urbano Quintil 5","2","1","3","1","4","2","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","1","3","2","1","2","1","1","2","2","96","96","96","96","96","0","1","1","0","0","2","96","96","96","96","96","96","96","96","96","1","1","4","1","1","2","2","2","1","1","2","2","2","2","2","1","3","2","4","2","4","4","4","1","1","1","1","2","1","2","1","1","4","4","4","4","1","3","1","4","4","4","3","3","3","3","2","4","3","4","4","4","4","4","4","2","3","3","3","3","4","4","4","4","3","3","1","3","2","96","3","4","2","1","3","4","3","4","4","3","1","96","regularly","2","2","3","3","4","3","3","3","4","4","3","4","3","4","3","1","3","4","3","1","2","4","4","4","3","4","4","3","2","2","4","4","3","4","3","2","3","4","2","1","3","1","4","3","4","4","4","3","4","4"
"5356","Q2",0.205917078643034,"3",0.799003593337825,"5","Interior",12,"F","TC","Urbano Quintil 3","2","2","3","1","5","3","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","96","6","1","4","2","1","4","3","1","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","1","2","1","1","2","2","1","1","1","1","2","2","3","3","3","2","2","2","1","1","3","3","1","2","1","1","2","2","2","2","2","3","3","3","4","2","4","3","4","1","3","4","3","3","2","2","3","3","3","4","2","3","4","3","2","1","2","3","3","3","2","2","4","1","1","1","2","1","1","2","3","1","2","2","4","4","3","4","4","1","96","regularly","4","4","3","4","3","4","4","3","1","2","3","2","3","2","2","3","2","2","3","1","4","4","3","3","4","3","4","4","3","2","2","2","2","2","2","2","3","2","2","3","2","1","4","3","3","4","4","3","3","4"
"5357","Q2",-0.191432993809596,"3",-0.976531374246043,"2","Interior",12,"M","TC","Urbano Quintil 1","2","1","3","1","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","96","3","3","3","1","4","1","2","1","2","2","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1","2","1","2","1","1","1","1","1","2","1","2","2","1","2","3","3","2","1","3","3","4","2","1","1","1","1","2","2","1","1","3","3","3","4","1","4","4","2","4","4","2","3","4","3","2","3","3","3","3","3","3","3","4","1","2","2","2","3","3","2","2","3","2","3","2","2","1","2","2","3","2","2","2","3","3","3","3","3","1","96","regularly","2","3","2","4","3","4","4","2","3","2","4","3","4","4","2","1","1","1","3","3","3","2","4","4","3","3","4","4","4","3","2","3","4","4","3","4","2","3","4","3","4","1","4","2","4","3","2","3","4","4"
"5358","Q2",0.138313303775254,"3",-1.36647785182922,"2","Interior",13,"M","TC","Urbano Quintil 3","2","1","4","1","3","1","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","4","2","1","3","1","3","2","3","1","3","2","96","96","96","96","96","96","96","96","96","96","96","96","96","1","1","1","1","0","1","0","1","1","1","1","1","1","1","2","2","2","1","2","1","1","2","1","1","1","1","2","2","3","3","3","3","4","2","1","1","2","2","2","2","2","2","3","3","3","3","2","3","4","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","1","1","2","2","3","4","3","4","4","1","1","1","3","1","1","3","4","2","4","1","4","4","4","4","1","1","96","regularly","3","3","4","4","4","4","4","4","2","4","4","3","3","3","3","1","1","1","1","1","2","4","4","3","4","3","4","3","3","4","4","3","4","2","2","3","1","1","2","1","1","1","4","4","4","4","4","4","1","4"
"5359","Q4",-0.104895493253186,"3",0.17768759365066,"4","Interior",11,"M","PR-HP","Urbano Quintil 5","4","1","2","2","2","1","1","1","2","2","2","2","2","1","1","1","2","2","1","1","2","1","1","96","6","1","2","1","2","4","1","1","1","1","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","2","1","1","1","2","2","1","2","1","2","2","3","2","2","3","3","3","2","3","3","4","1","2","1","2","2","2","2","2","2","3","3","3","4","1","3","4","4","4","2","3","3","3","3","3","3","4","3","3","3","3","4","3","1","3","3","3","3","4","2","2","4","1","1","1","1","2","96","3","3","3","4","3","4","2","4","4","3","1","96","regularly","2","3","3","3","3","4","3","2","3","4","3","3","3","3","3","2","2","2","3","2","4","4","3","3","4","4","3","4","3","2","3","4","3","4","3","4","4","4","4","2","4","2","3","4","2","4","3","2","4","2"
"5360","Q3",0.720161804767639,"4",-0.0756569888706388,"4","Interior",12,"M","PR-HP","Urbano Quintil 4","3","1","3","1","5","3","1","1","2","2","1","1","2","2","1","1","1","2","1","1","1","1","1","96","3","1","3","1","4","1","2","1","1","1","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","1","1","2","2","1","1","1","1","1","2","4","2","4","3","4","4","1","2","4","4","2","2","2","1","2","2","2","1","2","3","4","4","4","2","4","4","4","1","4","4","1","4","3","3","4","4","4","4","4","4","4","3","1","1","1","4","3","4","4","2","4","1","2","4","1","2","96","1","4","1","4","1","3","4","4","4","4","1","96","regularly","3","3","3","4","3","4","3","3","2","4","4","3","4","2","2","2","2","2","1","1","4","4","4","3","4","4","4","4","1","4","1","4","3","2","2","2","3","1","4","2","3","2","4","4","4","3","2","4","4","4"
"5361","Q2",-0.0538002608251291,"3",-0.391697127267923,"3","Interior",12,"M","UC","Urbano Quintil 4","4","1","3","2","4","2","1","2","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","96","5","1","2","3","1","1","1","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","2","2","1","2","1","1","1","2","4","3","2","3","1","1","1","2","3","1","2","1","1","2","2","2","2","2","2","3","3","3","4","3","3","2","4","1","4","3","2","4","3","3","3","3","3","3","4","4","4","2","1","2","1","2","1","3","3","3","4","1","1","1","1","2","96","2","2","1","2","1","4","3","3","4","1","2","2","regularly","1","1","4","4","2","3","4","3","1","3","4","2","3","3","2","3","2","4","2","1","4","3","3","2","3","3","1","3","1","1","1","4","3","1","1","2","4","1","4","4","4","2","4","3","4","4","1","3","1","3"
"5362","Q3",0.487089511110021,"3",-0.757189873434354,"3","Interior",11,"F","PR-HP","Urbano Quintil 4","3","2","2","1","7","3","1","2","2","2","2","2","1","2","1","1","2","2","1","1","1","1","1","96","5","1","4","3","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","2","1","1","2","2","1","2","1","1","1","2","3","4","1","2","4","4","4","4","4","3","1","1","1","1","2","2","2","2","2","3","2","4","4","1","1","4","4","1","3","4","4","4","4","2","4","4","4","4","4","4","4","4","2","1","2","3","1","1","3","4","4","2","2","1","1","2","96","2","3","2","3","3","4","3","3","4","4","2","2","regularly","2","4","3","4","4","3","4","3","2","4","4","2","4","2","2","1","2","1","2","1","4","4","4","4","4","4","4","3","3","4","4","4","3","4","4","4","3","2","1","1","3","1","4","4","4","4","4","3","4","4"
"5364","Q2",-2.06803367213522,"1",-0.813209512511568,"3","Montevideo",13,"F","Aprender","Urbano Quintil 1","3","2","4","1","4","1","2","2","2","2","2","2","2","2","1","1","1","2","2","1","2","4","3","1","3","1","3","2","1","1","2","1","1","1","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","4","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","1","1","2","2","2","2","2","3","2","3","2","3","2","3","1","3","2","2","2","3","2","2","2","2","3","3","4","3","3","3","2","3","1","3","2","2","2","2","3","1","1","1","1","2","96","2","2","2","2","1","3","3","3","4","3","1","96","regularly","2","2","3","3","3","3","2","2","1","3","3","2","3","2","2","3","2","2","4","2","3","4","4","4","4","1","2","1","3","3","2","2","2","2","2","3","4","3","4","4","3","4","3","2","1","3","4","2","3","1"
"5365","Q5",-0.606024184813045,"2",1.18701605839802,"5","Montevideo",12,"M","UC","Urbano Quintil 5","4","1","3","2","5","3","1","2","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","96","2","3","3","2","1","1","3","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","2","1","2","2","2","1","1","2","2","1","2","1","1","1","2","1","2","1","1","1","3","2","2","2","2","2","2","2","2","2","3","3","3","4","2","4","2","1","1","2","2","2","2","3","1","4","3","3","3","4","4","3","3","2","3","1","2","2","1","1","3","4","3","1","2","1","2","96","2","3","2","1","1","4","3","2","4","2","1","96","regularly","3","4","3","4","4","4","4","2","1","3","3","2","4","1","3","2","1","2","3","1","4","3","4","2","3","4","4","2","3","4","3","3","3","3","4","4","3","2","2","1","2","2","3","4","4","3","3","2","4","4"
"5366","Q2",-0.650405711520684,"2",-0.592663719362435,"3","Montevideo",12,"F","UC","Urbano Quintil 4","3","2","3","1","4","2","1","1","2","2","2","2","2","1","1","1","1","2","1","1","1","4","2","1","5","3","3","3","3","1","2","1","2","1","2","96","96","96","96","96","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","3","1","1","1","2","2","2","1","1","1","1","1","1","2","1","2","1","2","2","1","1","1","3","2","1","2","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","2","2","4","2","3","3","3","3","3","2","3","3","3","2","3","2","3","2","3","2","2","4","2","1","1","1","2","96","1","2","2","2","1","3","1","2","4","1","1","96","regularly","2","2","2","3","3","3","3","2","3","3","3","2","3","3","2","2","1","2","3","3","4","4","4","3","3","4","4","3","4","2","1","4","4","1","2","4","4","2","3","1","2","2","3","3","3","3","3","3","1","3"
"5367","Q5",0.24776083469789,"3",0.585071466105673,"4","Montevideo",12,"F","UC","Urbano Quintil 5","4","2","3","1","4","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","96","5","3","3","1","4","1","2","1","2","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","2","1","1","1","2","1","2","1","1","1","2","2","4","2","3","4","3","1","3","4","4","2","2","1","1","2","2","2","2","2","3","3","3","4","1","2","3","1","1","3","4","4","4","3","3","3","3","4","3","3","4","4","4","2","2","2","3","1","3","2","4","4","1","2","1","1","2","96","2","3","3","3","3","4","4","3","3","2","1","96","regularly","3","3","4","4","3","4","4","3","2","4","3","2","1","2","1","1","1","1","1","1","4","4","4","4","4","4","4","3","3","4","3","3","2","2","3","2","1","1","1","1","1","1","4","3","3","4","3","4","4","3"
"5368","Q2",-0.871172677757264,"2",-0.417880739861191,"3","Interior",11,"F","UC","Urbano Quintil 3","4","2","2","1","5","3","1","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1","96","5","1","3","1","1","1","3","1","2","4","1","0","0","0","0","1","0","1","1","0","0","1","0","0","1","1","0","0","0","0","1","1","1","2","1","2","2","2","2","2","1","1","2","2","3","2","3","3","3","3","1","2","2","3","2","1","1","2","1","1","2","1","2","3","3","2","4","2","2","2","1","2","1","2","2","3","2","2","3","3","4","3","2","3","2","3","2","3","2","2","3","3","3","3","3","2","3","1","3","2","96","2","2","2","2","2","2","3","3","4","2","1","96","regularly","3","2","3","4","4","4","4","3","2","2","3","2","3","2","1","1","1","1","1","1","2","2","3","3","3","3","2","2","3","3","3","1","2","2","3","2","2","1","2","2","2","2","4","3","3","3","2","2","4","3"
"5369","Q2",0.253936115313907,"3",0.559865812766151,"4","Montevideo",12,"M","TC","Urbano Quintil 2","3","1","3","1","3","2","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1","1","96","5","1","3","4","1","1","3","1","2","1","2","96","96","96","96","96","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","2","96","96","96","96","96","96","96","1","1","2","2","3","2","1","2","1","1","1","1","3","4","2","2","1","2","2","2","2","2","2","4","2","3","4","2","4","3","4","3","2","3","1","4","3","3","4","3","4","4","2","3","3","2","1","3","3","3","2","1","2","4","4","1","3","1","2","2","96","3","3","2","3","1","3","3","1","3","2","1","96","regularly","3","2","3","4","3","4","4","3","2","4","3","1","4","2","3","1","1","1","2","1","3","3","3","1","4","4","4","2","1","4","1","1","4","1","4","4","3","4","3","1","2","1","3","2","2","4","1","3","1","3"
"5370","Q5",0.896568449263628,"4",-0.200207325036231,"3","Montevideo",13,"M","TC","Urbano Quintil 5","3","1","4","1","5","3","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","2","1","5","1","3","1","4","1","2","1","2","1","2","96","96","96","96","96","0","1","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","2","1","1","2","1","1","2","1","1","1","2","2","1","1","2","4","4","1","3","4","3","1","1","1","1","2","1","2","2","1","4","4","3","4","2","4","4","4","4","3","4","1","4","4","3","4","4","4","3","3","3","3","3","2","4","3","4","4","4","3","3","4","3","4","1","1","1","2","3","3","2","3","2","3","3","3","4","4","1","96","regularly","3","2","3","4","3","4","3","2","4","4","4","1","4","2","1","1","1","1","3","1","2","2","4","4","4","2","3","3","3","2","4","3","2","1","2","1","3","4","1","2","2","2","4","4","4","3","4","4","3","4"
"5371","Q2",0.895715125735588,"4",-0.357397377395751,"3","Montevideo",11,"M","TC","Urbano Quintil 2","3","1","2","1","6","2","2","2","1","1","2","2","2","1","1","1","1","2","1","1","1","2","1","96","3","1","3","3","1","1","2","1","1","1","2","96","96","96","96","96","0","0","1","0","0","2","96","96","96","96","96","96","96","96","96","1","1","2","1","2","2","2","1","2","1","1","1","2","2","2","2","3","1","3","2","2","2","4","2","2","2","1","1","1","2","2","2","3","3","3","3","1","1","1","1","1","4","3","3","3","4","3","4","3","4","4","4","4","4","4","2","4","3","4","4","1","4","3","4","1","3","1","1","2","96","3","4","3","3","2","4","4","4","4","2","1","96","regularly","4","3","3","4","4","4","4","4","4","4","4","4","4","2","3","1","1","1","2","1","3","2","4","3","4","3","4","4","4","3","2","3","4","4","3","4","3","3","1","1","2","1","4","3","4","4","3","4","3","4"
"5372","Q2",0.600551607827332,"4",0.688611893429456,"5","Montevideo",11,"F","TC","Urbano Quintil 2","3","2","2","2","3","1","1","2","2","2","2","2","2","1","1","1","1","2","1","1","2","4","1","96","5","1","3","1","4","1","3","1","2","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","2","1","2","1","2","1","2","1","2","1","1","1","2","3","3","2","3","3","3","1","3","3","3","2","1","1","2","2","2","2","2","2","4","3","4","4","1","3","4","4","4","3","3","3","4","3","3","4","3","4","3","3","4","3","4","2","3","2","3","2","2","2","4","4","2","4","1","2","2","96","3","4","3","3","2","4","3","4","4","3","1","96","regularly","4","3","4","4","4","4","4","3","3","4","3","2","3","2","2","1","1","1","2","1","3","3","4","3","4","2","3","2","4","3","2","1","2","2","1","2","2","2","3","1","2","1","3","3","2","4","4","3","4","3"
"5373","Q2",-0.323468590930974,"3",-0.669805430844464,"3","Montevideo",12,"M","TC","Urbano Quintil 2","3","1","3","1","6","4","1","2","2","2","2","2","1","2","1","1","1","2","1","1","2","1","2","1","2","1","4","3","1","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","2","1","1","1","2","2","2","2","2","2","1","2","2","3","1","1","3","2","1","1","2","3","3","2","2","1","1","2","2","2","2","2","2","3","2","4","1","3","2","3","2","3","4","3","4","2","4","3","3","3","3","3","3","2","3","2","2","2","3","2","3","2","4","4","2","2","1","2","2","96","2","3","2","3","3","4","3","3","3","3","1","96","regularly","3","3","2","3","2","3","2","3","1","3","4","1","4","4","3","3","2","1","4","3","3","3","4","3","3","4","3","4","1","2","2","2","2","3","2","3","3","2","4","2","3","1","4","3","3","3","3","3","2","3"
"5374","Q3",1.55081665105862,"4",1.59105486987289,"6","Interior",11,"M","TC","Urbano Quintil 5","3","1","2","2","3","2","1","1","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","96","5","1","3","4","2","1","4","1","1","3","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","2","1","1","2","2","1","2","1","1","2","2","3","2","1","2","3","3","1","3","3","4","2","1","1","1","2","2","2","2","2","4","4","3","4","1","2","4","1","1","2","4","3","4","3","4","4","3","4","4","3","4","4","3","2","2","2","3","3","4","3","4","4","1","2","1","3","1","1","3","3","2","3","1","4","3","4","4","4","1","96","regularly","3","3","4","4","3","4","4","3","3","3","4","2","4","1","2","1","1","1","2","1","3","3","4","3","3","3","4","3","2","2","1","3","3","3","2","2","2","2","3","3","2","1","3","4","4","3","3","4","1","4"
"5375","Q3",1.34736924685829,"4",0.522771707744901,"4","Interior",13,"M","Aprender","Urbano Quintil 2","4","1","4","1","8","10","2","2","1","1","2","2","2","1","1","1","1","1","1","1","2","4","3","1","3","1","1","3","1","1","1","1","4","2","2","96","96","96","96","96","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","2","1","2","2","1","1","1","2","2","2","3","1","1","2","2","3","2","4","4","4","2","1","1","2","2","1","2","1","1","4","4","4","4","1","3","4","4","3","4","3","2","3","3","3","4","4","4","4","2","3","3","4","2","3","3","3","2","3","2","2","2","4","3","3","1","1","1","4","4","3","4","3","4","4","4","3","2","1","96","regularly","2","3","4","4","4","3","4","4","3","4","4","2","4","2","2","1","1","2","3","2","4","3","4","4","4","4","4","4","3","4","3","3","3","4","3","3","4","4","2","2","2","2","4","4","3","4","4","4","3","4"
"5376","Q2",1.34844594987418,"4",1.34391586462464,"5","Montevideo",11,"F","Aprender","Urbano Quintil 2","4","2","2","1","4","2","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","96","3","1","3","2","1","1","2","1","1","2","2","96","96","96","96","96","0","0","1","1","0","1","0","0","1","1","1","0","0","0","1","1","1","2","1","2","2","2","1","2","1","1","1","2","3","1","2","2","2","2","1","2","3","2","2","1","1","1","2","2","2","2","2","3","3","2","4","1","2","2","2","3","3","4","3","4","3","3","3","3","3","3","2","3","4","3","2","2","2","3","2","2","2","4","4","1","1","1","3","2","96","2","2","1","2","2","3","2","4","4","3","2","1","regularly","2","2","3","3","2","3","3","2","2","2","3","2","4","2","1","2","1","2","2","1","3","2","3","3","3","3","3","2","3","3","3","2","2","3","3","3","3","3","3","2","2","1","4","3","3","4","2","3","4","4"
"5377","Q1",-0.475034280084015,"2",-1.23936842039902,"2","Interior",12,"F","Aprender","Urbano Quintil 1","3","2","3","1","8","4","1","1","2","2","2","2","1","1","1","1","1","1","1","1","2","1","2","3","5","1","3","1","1","1","2","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","4","1","1","2","2","2","2","1","1","2","2","2","2","2","2","1","2","1","1","2","4","1","1","1","1","2","1","1","1","1","4","4","3","4","1","2","4","3","3","1","4","3","3","2","1","3","4","3","2","1","3","3","2","2","2","3","2","2","1","1","4","3","4","1","2","2","1","1","3","2","2","2","2","4","2","3","4","3","1","96","regularly","1","4","3","4","3","4","4","3","4","4","4","1","4","3","4","2","3","1","4","2","2","2","1","3","3","4","4","1","4","3","3","3","2","4","3","3","3","3","1","4","4","1","3","2","3","4","3","3","4","2"
"5378","Q2",-0.547745524862462,"2",-1.55971565506682,"2","Interior",11,"M","Aprender","Urbano Quintil 2","4","1","2","2","6","3","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","96","5","1","3","1","2","1","4","1","4","4","1","0","0","1","0","0","0","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","2","2","2","2","2","1","1","1","2","4","2","2","3","4","4","1","4","4","4","2","1","2","1","2","2","2","1","2","4","4","4","4","1","3","3","3","1","4","4","2","3","3","3","4","4","4","4","3","4","4","4","2","4","2","2","3","3","3","3","4","1","3","2","1","2","96","4","4","1","3","4","4","4","4","4","4","1","96","regularly","4","4","4","3","4","4","4","4","4","4","4","3","4","1","1","1","1","1","1","2","4","3","4","3","4","3","4","3","4","4","2","3","4","3","1","2","2","2","1","4","3","1","4","4","4","3","4","4","2","4"
